collection,collection_url,collection_address,asset_contract_address,cursor,ascending,page_num,n_request,limit
Bears Deluxe,https://opensea.io/collection/bears-deluxe,0x4BB33f6E69fd62cf3abbcC6F1F43b94A5D572C2B,0x4BB33f6E69fd62cf3abbcC6F1F43b94A5D572C2B,,TRUE,1,100,100
Arcade Land,https://opensea.io/collection/arcade-land,0x4a8C9D751EEAbc5521A68FB080DD7E72E46462aF,0x4a8C9D751EEAbc5521A68FB080DD7E72E46462aF,,TRUE,1,100,100
PROOF Collective,https://opensea.io/collection/proof-collective,0x08D7C0242953446436F34b4C78Fe9da38c73668d,0x08D7C0242953446436F34b4C78Fe9da38c73668d,,TRUE,1,100,100
GalacticApes,https://opensea.io/collection/galacticapes,0x12d2D1beD91c24f878F37E66bd829Ce7197e4d14,0x12d2D1beD91c24f878F37E66bd829Ce7197e4d14,,TRUE,1,100,100
Rumble Kong League,https://opensea.io/collection/rumble-kong-league,0xEf0182dc0574cd5874494a120750FD222FdB909a,0xEf0182dc0574cd5874494a120750FD222FdB909a,,TRUE,1,100,100
Lil' Heroes by Edgar Plans,https://opensea.io/collection/lil-heroes-by-edgar-plans,0xD78b76Fcc33cd416dA9d3D42f72649a23D7AC647,0xD78b76Fcc33cd416dA9d3D42f72649a23D7AC647,,TRUE,1,100,100
Murakami.Flowers Official,https://opensea.io/collection/murakami-flowers-2022-official,0x7D8820FA92EB1584636f4F5b8515B5476B75171a,0x7D8820FA92EB1584636f4F5b8515B5476B75171a,,TRUE,1,100,100
tubby cats,https://opensea.io/collection/tubby-cats,0xCa7cA7BcC765F77339bE2d648BA53ce9c8a262bD,0xCa7cA7BcC765F77339bE2d648BA53ce9c8a262bD,,TRUE,1,100,100
CryptoBatz by Ozzy Osbourne,https://opensea.io/collection/cryptobatz-by-ozzy-osbourne,0xc8adFb4D437357D0A656D4e62fd9a6D22e401aa0,0xc8adFb4D437357D0A656D4e62fd9a6D22e401aa0,,TRUE,1,100,100
VOX Collectibles: Mirandus,https://opensea.io/collection/collectvoxmirandus,0xf76179bb0924BA7da8E7b7Fc2779495D7A7939d8,0xf76179bb0924BA7da8E7b7Fc2779495D7A7939d8,,TRUE,1,100,100
MutantCats,https://opensea.io/collection/mutantcats,0xaAdBA140Ae5e4c8a9eF0Cc86EA3124b446e3E46A,0xaAdBA140Ae5e4c8a9eF0Cc86EA3124b446e3E46A,,TRUE,1,100,100
MetaHero Universe: Generative Identities,https://opensea.io/collection/metahero-generative,0x6dc6001535e15b9def7b0f6A20a2111dFA9454E2,0x6dc6001535e15b9def7b0f6A20a2111dFA9454E2,,TRUE,1,100,100
DEGEN TOONZ COLLECTION,https://opensea.io/collection/degentoonz-collection,0x19b86299c21505cdf59cE63740B240A9C822b5E4,0x19b86299c21505cdf59cE63740B240A9C822b5E4,,TRUE,1,100,100
JRNY Club,https://opensea.io/collection/jrny-club-official,0x0b4B2bA334f476C8F41bFe52A428D6891755554d,0x0b4B2bA334f476C8F41bFe52A428D6891755554d,,TRUE,1,100,100
My Pet Hooligan,https://opensea.io/collection/mypethooligan,0x09233d553058c2F42ba751C87816a8E9FaE7Ef10,0x09233d553058c2F42ba751C87816a8E9FaE7Ef10,,TRUE,1,100,100
Robotos,https://opensea.io/collection/robotos-official,0x099689220846644F87D1137665CDED7BF3422747,0x099689220846644F87D1137665CDED7BF3422747,,TRUE,1,100,100
Boss Beauties,https://opensea.io/collection/bossbeauties,0xB5C747561a185A146f83cFff25BdfD2455b31fF4,0xB5C747561a185A146f83cFff25BdfD2455b31fF4,,TRUE,1,100,100
KIWAMI Genesis,https://opensea.io/collection/kiwami-genesis,0x701A038aF4Bd0fc9b69A829DdcB2f61185a49568,0x701A038aF4Bd0fc9b69A829DdcB2f61185a49568,,TRUE,1,100,100
FULL SEND METACARD NFT,https://opensea.io/collection/metacard-by-fullsend,0x7eCb204feD7e386386CAb46a1fcB823ec5067aD5,0x7eCb204feD7e386386CAb46a1fcB823ec5067aD5,,TRUE,1,100,100
Anonymice,https://opensea.io/collection/anonymice,0xbad6186E92002E312078b5a1dAfd5ddf63d3f731,0xbad6186E92002E312078b5a1dAfd5ddf63d3f731,,TRUE,1,100,100
Pixelmon - Generation 1,https://opensea.io/collection/pixelmongen1,0x32973908FaeE0Bf825A343000fE412ebE56F802A,0x32973908FaeE0Bf825A343000fE412ebE56F802A,,TRUE,1,100,100
HYPEBEARSCLUB.OFFICIAL,https://opensea.io/collection/hype-bears-club-official-,0x14e0a1F310E2B7E321c91f58847e98b8C802f6eF,0x14e0a1F310E2B7E321c91f58847e98b8C802f6eF,,TRUE,1,100,100
Treeverse Plots,https://opensea.io/collection/treeverse-plots,0x1B829B926a14634d36625e60165c0770C09D02b2,0x1B829B926a14634d36625e60165c0770C09D02b2,,TRUE,1,100,100
Galaxy-Eggs,https://opensea.io/collection/galaxyeggs9999,0xA08126f5E1ED91A635987071E6FF5EB2aEb67C48,0xA08126f5E1ED91A635987071E6FF5EB2aEb67C48,,TRUE,1,100,100
RaidParty Heroes,https://opensea.io/collection/raidparty,0x966731dFD9b9925DD105FF465687F5aA8f54Ee9f,0x966731dFD9b9925DD105FF465687F5aA8f54Ee9f,,TRUE,1,100,100
Neo Tokyo Identities,https://opensea.io/collection/neo-tokyo-identities,0x86357A19E5537A8Fba9A004E555713BC943a66C0,0x86357A19E5537A8Fba9A004E555713BC943a66C0,,TRUE,1,100,100
Forgotten Runes Wizards Cult,https://opensea.io/collection/forgottenruneswizardscult,0x521f9C7505005CFA19A8E5786a9c3c9c9F5e6f42,0x521f9C7505005CFA19A8E5786a9c3c9c9F5e6f42,,TRUE,1,100,100
Quirkies Originals,https://opensea.io/collection/quirkiesoriginals,0x3903d4fFaAa700b62578a66e7a67Ba4cb67787f9,0x3903d4fFaAa700b62578a66e7a67Ba4cb67787f9,,TRUE,1,100,100
CryptoMories,https://opensea.io/collection/cryptomories,0x1a2F71468F656E97c2F86541E57189F59951efe7,0x1a2F71468F656E97c2F86541E57189F59951efe7,,TRUE,1,100,100
RaidParty Fighters,https://opensea.io/collection/raidpartyfighters,0x87E738a3d5E5345d6212D8982205A564289e6324,0x87E738a3d5E5345d6212D8982205A564289e6324,,TRUE,1,100,100
hausphases by Haus,https://opensea.io/collection/hausphases,0x5be99338289909d6dbBC57bb791140Ef85cCbCAB,0x5be99338289909d6dbBC57bb791140Ef85cCbCAB,,TRUE,1,100,100
C-01 Official Collection,https://opensea.io/collection/c-01-official-collection,0x6FD053BfF10512d743Fa36C859e49351a4920df6,0x6FD053BfF10512d743Fa36C859e49351a4920df6,,TRUE,1,100,100
